5	15446
8	8917
16	1698
22	19555
27	8659
28	16645
36	13372
43	13442
46	17432
62	19663
63	14178
69	12404
78	8824
85	7738
92	6217
97	13192
99	15713
101	16457
105	7329
106	9584
110	6348
119	3031
120	5745
123	4256
129	8499
130	13129
131	6343
139	17156
145	18251
149	19559
159	16863
160	2542
169	19942
170	7268
173	16330
179	4453
183	14659
185	7806
186	1211
187	3138
189	6084
190	18503
192	3576
198	9831
207	6792
210	14715
216	13005
217	14735
218	70
219	6030
220	11217
232	14334
240	14701
241	16668
244	6951
246	5198
247	19595
251	10137
255	13631
259	9227
264	8061
273	14033
287	14253
289	17765
292	7969
294	1339
304	5396
308	10539
313	13499
315	8078
316	17519
324	12455
333	6836
337	12683
338	3536
342	5161
347	5937
350	9403
351	7159
353	18978
354	1393
355	703
359	10825
362	16656
363	4709
365	10419
378	2111
380	11955
381	7365
386	18808
389	14742
392	2915
394	630
396	6106
399	11669
401	7552
409	4789
413	15380
414	11983
420	16275
422	1018
433	14582
435	11727
436	10223
437	1895
438	17576
446	10311
447	9359
454	14276
460	11125
461	6025
470	2574
477	13042
478	5516
482	18355
486	17193
488	15529
489	16510
494	1626
497	1965
502	14164
503	16444
504	7508
508	18231
512	8601
517	13416
519	8619
522	13918
529	12935
530	18384
532	19354
537	5866
539	9590
540	1716
554	9457
556	10068
559	17910
561	19115
569	7940
577	13768
582	10868
587	17672
592	17191
594	7165
598	1474
601	4086
602	7476
604	17879
616	10589
632	13653
637	9072
645	13450
656	3058
657	3198
665	9532
677	3860
678	14543
689	792
691	12539
697	10514
699	11129
709	687
713	19225
724	6705
729	15371
732	2197
733	19313
734	11832
736	471
737	4691
740	311
743	18420
748	2511
750	11376
751	19718
752	182
753	4987
768	13448
771	4351
773	5630
783	11211
785	2985
789	18953
791	17137
793	15674
802	12885
803	15068
804	7364
809	10449
810	14013
825	14014
827	7087
829	17861
830	6433
843	15345
845	287
848	363
857	9473
858	14018
860	3740
863	2435
868	701
869	7993
875	13683
878	4777
885	4334
895	2084
897	1383
901	17052
906	6660
908	4531
911	8561
922	560
929	16545
932	7836
937	16626
940	17465
941	2759
943	12295
949	11657
955	9913
956	4263
960	9508
961	238
964	13235
965	2138
967	10538
975	10814
979	6128
988	8638
994	12625
995	8722
996	17162
1000	17585
1004	18364
1005	13668
1013	637
1017	270
1021	15118
1022	7583
1023	17469
1040	19193
1044	6693
1045	1495
1054	9389
1062	10501
1064	2820
1066	4069
1067	19369
1080	1925
1083	15276
1091	3859
1099	13904
1102	4671
1104	17194
1105	16382
1106	3094
1112	11949
1113	4771
1121	12136
1122	517
1123	744
1124	913
1127	14275
1129	19310
1132	11624
1133	8225
1144	7741
1146	6486
1148	15611
1153	6139
1158	14080
1162	12423
1170	10391
1171	14617
1176	2660
1178	9070
1183	12948
1185	15159
1187	19647
1192	8545
1198	6757
1201	10620
1207	17170
1209	3139
1211	12352
1212	7401
1214	3619
1216	1800
1217	12110
1219	13040
1225	16944
1227	8156
1231	13303
1238	339
1242	17249
1243	8771
1246	18534
1247	11032
1249	6841
1257	8112
1260	17568
1269	19963
1270	15945
1271	17043
1276	17693
1280	16482
1281	11389
1294	10876
1297	4202
1303	12331
1305	19653
1306	12062
1309	10595
1315	12623
1325	14603
1329	7531
1332	6848
1338	10635
1345	9554
1348	1409
1354	2041
1356	9616
1357	19447
1360	6981
1369	18991
1373	11924
1374	4715
1375	16232
1385	12059
1393	1888
1394	10954
1404	5852
1413	11794
1415	30
1420	9678
1422	15006
1424	2917
1427	18559
1430	12249
1433	1394
1434	11345
1435	15155
1444	5675
1452	611
1462	6283
1470	12783
1479	19873
1485	9969
1486	18408
1491	10394
1495	15950
1497	19650
1501	791
1504	1037
1512	1577
1513	7570
1519	15915
1522	12017
1528	15043
1529	16226
1533	8992
1537	14940
1538	12997
1539	226
1550	17047
1558	10922
1560	6137
1563	19445
1579	19820
1580	5212
1602	15304
1606	7455
1609	5659
1611	4563
1612	9586
1613	12859
1614	1734
1615	12744
1621	8847
1622	264
1624	19018
1632	1072
1635	4772
1636	12601
1650	17598
1653	15762
1658	10664
1659	763
1660	7787
1665	5411
1666	17348
1668	16258
1676	15841
1683	11035
1684	16392
1687	1437
1689	495
1704	9928
1705	8388
1713	13798
1718	11857
1724	15294
1731	11335
1733	10712
1740	4591
1747	17408
1748	1303
1752	15090
1761	8473
1763	6846
1764	6766
1774	2096
1778	15328
1796	475
1797	4470
1798	13605
1806	2568
1807	9966
1819	19970
1822	6440
1824	486
1826	54
1830	6679
1831	4180
1836	5371
1846	15200
1848	4970
1849	12971
1852	598
1866	11665
1867	19255
1872	10809
1882	7733
1884	4006
1887	19811
1893	12480
1897	5990
1907	3357
1911	2223
1923	13029
1928	4728
1932	15096
1937	7651
1950	1815
1951	5770
1955	7107
1958	16274
1962	16556
1965	8233
1970	18128
1971	2360
1972	10335
1987	9454
1991	14459
1995	13203
2003	9074
2004	3131
2007	9032
2012	17461
2013	12749
2015	5304
2016	15909
2019	9863
2020	7828
2025	7947
2026	14374
2062	3578
2066	6563
2073	19505
2077	436
2081	528
2096	3190
2102	15114
2104	10852
2108	19174
2110	8344
2111	15918
2112	14495
2119	14886
2124	3009
2129	4708
2130	12523
2131	17181
2138	5262
2143	6342
2146	9968
2147	4842
2148	76
2157	15638
2164	2355
2167	3051
2169	3480
2171	14103
2174	18899
2184	5528
2195	4417
2199	18878
2210	2895
2211	7726
2215	6219
2218	17878
2226	11015
2236	5744
2243	8007
2245	14945
2248	17527
2252	17259
2256	13666
2261	8942
2262	784
2263	12685
2268	8757
2275	2215
2282	11637
2287	8707
2288	11988
2292	15698
2293	13180
2294	899
2295	11256
2300	16185
2301	14986
2305	8036
2322	2057
2331	4631
2336	16068
2337	1643
2343	5424
2353	6899
2358	15790
2362	9824
2364	19578
2373	13695
2374	19159
2376	1216
2385	16462
2386	5203
2394	16341
2404	14829
2406	6409
2412	11228
2417	16520
2422	3280
2428	5549
2433	11867
2438	10715
2445	4513
2446	12000
2447	6477
2448	5526
2450	8695
2455	16096
2466	14090
2467	988
2469	6300
2472	7899
2474	17124
2476	6038
2478	7516
2488	112
2492	19107
2493	1648
2494	230
2510	4743
2512	19289
2514	12889
2517	14207
2522	11330
2523	13056
2525	2947
2526	3749
2539	16820
2541	2370
2551	6437
2554	14422
2562	3101
2563	9312
2573	5470
2577	11521
2582	8829
2585	8682
2588	12802
2591	5979
2592	12107
2597	15885
2600	13438
2604	9579
2605	8553
2608	16208
2609	13012
2610	18433
2614	6884
2616	17520
2627	8898
2631	7013
2632	14514
2641	15390
2642	1055
2645	19243
2646	12746
2649	9335
2655	12214
2662	11738
2671	16949
2683	15779
2689	6534
2698	7350
2701	16318
2702	1332
2704	1057
2714	19590
2715	12692
2722	17062
2729	5612
2741	8837
2750	7994
2752	16945
2753	2350
2754	15396
2763	165
2770	12840
2771	10597
2774	1868
2784	7742
2803	8067
2806	7956
2807	1174
2816	15826
2832	11743
2834	6758
2835	5888
2844	17998
2846	13571
2849	5952
2850	8599
2853	18623
2855	18041
2856	5968
2858	16737
2862	12079
2864	2752
2865	6719
2886	10665
2887	9460
2891	17655
2893	7505
2899	3305
2901	19111
2905	3745
2909	6475
2911	16270
2917	2076
2927	13934
2930	12066
2936	14092
2946	6020
2947	19973
2958	4981
2959	5156
2960	7782
2970	3110
2974	1215
2977	12339
2978	17237
2979	6859
2985	7541
2991	10316
2992	11117
3002	10763
3003	11789
3009	4967
3013	13090
3027	17637
3037	17834
3043	3839
3044	16776
3054	12053
3058	13929
3062	574
3067	9387
3068	18060
3071	8487
3072	14960
3074	4002
3081	12451
3083	581
3093	16336
3098	15833
3104	16732
3106	7280
3110	305
3112	19903
3117	4961
3118	12180
3122	11981
3126	4438
3133	15899
3137	12332
3138	18687
3139	15045
3140	561
3142	8756
3146	15707
3148	13
3151	11689
3153	18378
3161	6525
3163	7257
3164	9938
3171	13755
3177	4946
3182	2598
3189	13070
3195	11235
3201	1687
3220	7247
3221	9889
3233	10079
3237	15058
3248	9152
3258	18643
3269	18101
3270	14484
3273	10380
3274	16590
3275	12263
3277	5257
3278	11522
3282	8977
3288	10874
3291	11603
3293	17756
3294	11642
3302	10821
3305	3438
3306	11154
3307	15758
3317	16600
3318	10338
3335	3090
3336	7263
3342	10605
3343	15156
3344	15566
3345	18965
3349	4361
3362	762
3372	9825
3379	16835
3380	13558
3383	1830
3389	12705
3391	18648
3392	15579
3393	16136
3394	14757
3413	16220
3421	18721
3423	13275
3425	8527
3426	9207
3430	1953
3432	4675
3434	16871
3441	19187
3448	18583
3452	12534
3460	4934
3461	8258
3463	16239
3464	18680
3465	10286
3473	13071
3477	18576
3483	6965
3494	18900
3506	6744
3510	11075
3513	12853
3523	2815
3531	8448
3532	17146
3537	3047
3538	11517
3539	5839
3546	9540
3550	19091
3555	17897
3556	17957
3557	19362
3561	11151
3564	19468
3565	9748
3567	1959
3571	12745
3575	18393
3579	1724
3585	2218
3592	13700
3593	12169
3597	19928
3607	10770
3616	8441
3619	17634
3622	7970
3623	8124
3630	12502
3631	903
3637	3637
3638	14908
3645	8173
3646	3084
3657	17486
3662	2775
3674	12196
3688	2760
3691	7077
3698	13016
3718	1105
3719	5546
3723	18380
3728	9431
3731	4542
3732	18218
3733	3474
3736	19386
3738	4296
3748	16417
3751	7996
3758	19503
3760	16910
3762	17582
3773	2000
3774	3416
3779	14106
3780	19930
3781	1304
3791	6246
3798	11311
3807	12050
3809	11767
3814	1345
3816	11212
3817	3091
3818	12055
3822	10735
3824	8019
3826	6779
3828	5905
3829	943
3831	19245
3837	15299
3838	14213
3842	6324
3844	12405
3846	1178
3858	14445
3862	11027
3865	18933
3871	836
3872	17821
3873	11978
3874	9122
3876	14696
3878	18379
3880	3857
3888	4224
3891	8782
3897	6747
3898	7325
3903	3941
3910	19670
3913	17494
3914	4125
3918	12897
3919	16044
3920	17948
3922	7881
3927	14894
3928	12151
3930	7713
3934	9716
3938	9180
3940	4808
3943	252
3945	16581
3949	14052
3950	3777
3954	12277
3956	13959
3960	14402
3961	18774
3963	5782
3964	12732
3976	900
3979	7356
3980	12274
3984	13940
3986	1879
3988	13183
3992	2036
3994	8799
3996	10790
3997	3250
4002	17443
4014	13540
4017	2184
4028	11144
4034	16139
4037	5661
4040	15433
4042	8961
4047	10395
4050	17350
4058	14000
4061	5829
4064	7256
4066	18403
4082	17209
4086	16811
4104	9399
4105	2269
4116	10901
4121	7002
4126	4299
4129	10634
4133	17555
4135	1209
4141	7845
4143	7744
4144	9603
4148	14404
4149	1676
4150	3855
4151	17231
4155	18569
4156	17310
4166	220
4168	19797
4174	12701
4175	209
4190	18167
4193	5232
4195	18243
4197	8980
4200	13075
4207	9983
4218	3498
4223	8022
4225	277
4228	10445
4229	6896
4232	11745
4233	8588
4234	13226
4241	3773
4249	12769
4256	11422
4262	8312
4266	7587
4267	3203
4268	3654
4269	19901
4273	15756
4291	6064
4309	452
4310	19329
4316	5068
4325	10328
4326	2141
4329	17290
