10	2378
16	7275
25	436
29	10442
31	8062
33	870
38	16650
40	14728
46	8794
53	12468
64	8339
67	3772
71	13886
75	6721
78	17332
82	16347
96	4240
103	11472
107	14154
112	9853
113	15168
115	11708
116	16002
118	12423
124	12123
129	1147
132	19442
133	16825
138	17236
140	10265
144	7366
151	3528
153	19015
154	8595
160	1007
163	17913
164	14467
180	7728
182	10556
183	10866
189	14279
193	11438
198	7537
199	10197
223	10562
229	198
234	16275
246	3388
256	11857
259	9242
262	7162
266	10431
272	11855
273	3317
277	3677
278	4017
285	14558
288	12578
292	15359
293	6669
297	10968
299	12706
300	14104
301	12639
307	14545
308	10400
312	16481
313	8591
314	17604
316	6223
320	2921
335	6495
339	10306
341	19205
343	13575
347	16494
351	5604
356	4715
359	5178
362	7241
367	1662
368	5393
369	13186
372	14752
373	985
374	4494
377	2976
379	15802
381	18594
383	3553
391	5606
392	10654
394	16163
401	6377
403	1979
408	4647
412	15421
413	9167
415	2016
420	15068
429	16755
431	15617
433	8094
434	15126
435	4362
439	10474
440	7210
445	10386
450	8749
453	4178
465	15106
469	14657
477	10836
478	11616
482	8196
488	15963
492	6249
496	17616
500	7448
503	10796
505	1913
507	912
511	10264
524	12483
525	18522
527	7473
529	14288
530	13536
531	914
534	9353
535	13158
537	9316
541	14500
543	19466
544	475
545	16619
559	14306
560	2763
561	14057
562	10638
571	6349
573	13475
575	3606
576	10523
590	17009
591	9273
599	660
616	7520
617	4095
618	19067
619	3092
634	5844
635	3747
638	3807
640	15851
641	13204
643	1675
646	18027
649	11912
668	11181
672	9679
679	737
685	13372
687	18833
688	13813
690	7426
693	3302
698	18019
700	5768
701	6862
703	1002
705	10472
706	6105
707	886
716	2432
718	23
719	3690
721	11873
732	12550
740	17413
746	6561
751	1612
759	3638
761	15200
762	16708
770	18383
783	15493
791	15706
797	2727
811	4697
813	11284
822	4504
823	1224
824	13102
829	12097
835	3880
843	12836
845	1614
846	7054
847	8192
852	19065
853	8742
860	17533
864	18457
865	328
868	2373
877	3162
884	1900
889	15149
891	11124
893	15222
905	16562
908	7277
912	8332
919	7139
921	12773
922	4003
924	13701
937	15648
939	11976
951	1748
960	9770
965	8900
973	9004
976	8029
977	5570
981	4842
989	3044
990	17802
995	14078
999	3947
1000	17609
1009	347
1014	15600
1018	2567
1029	3764
1030	5271
1033	4092
1034	14934
1035	8928
1038	19092
1039	11454
1052	2027
1054	9689
1058	10393
1059	13665
1066	14842
1077	2257
1085	18313
1094	11514
1095	9187
1098	7822
1102	12276
1106	10510
1107	9205
1109	7977
1118	12174
1132	11464
1135	10830
1136	2428
1138	5192
1140	4171
1142	14272
1153	3120
1156	11470
1160	11801
1164	6635
1165	3312
1167	8934
1168	8449
1175	2463
1178	12427
1181	982
1182	1062
1194	14714
1195	11064
1196	8006
1211	2986
1217	11328
1222	11825
1227	312
1239	17424
1241	8265
1244	11931
1247	16741
1250	9349
1260	2272
1266	2760
1273	7679
1282	12067
1284	3394
1292	10023
1300	17116
1309	3770
1316	7522
1318	3486
1320	8904
1324	338
1326	3678
1333	308
1337	16269
1341	4241
1344	7050
1352	4177
1353	6342
1361	11228
1364	3082
1365	2648
1369	10799
1372	4777
1373	12993
1374	14329
1376	11123
1380	11831
1383	15898
1384	15591
1387	18669
1390	17000
1404	19319
1408	4668
1412	7292
1414	10044
1415	14224
1416	6801
1418	18835
1424	4306
1429	92
1430	1129
1433	17186
1435	11731
1446	16374
1450	9977
1451	17001
1453	7235
1460	7530
1463	1312
1466	1906
1468	17708
1472	2470
1476	16519
1478	8974
1481	14581
1482	19539
1496	17859
1504	17391
1506	1964
1509	4768
1511	5518
1523	2566
1524	7219
1532	16070
1545	6040
1546	8061
1554	2788
1558	9164
1561	511
1563	13969
1566	3672
1583	16563
1586	12246
1589	13149
1593	9851
1596	3890
1605	15290
1609	14521
1612	14864
1613	14153
1644	109
1645	13385
1647	9376
1655	3855
1658	11986
1661	8557
1672	17723
1675	16876
1682	15962
1686	13340
1695	11255
1705	5565
1716	4010
1718	9066
1734	18402
1736	9848
1742	16900
1752	13609
1753	12444
1756	13639
1758	8874
1759	5107
1761	10760
1763	899
1765	5011
1772	19451
1778	3719
1798	4946
1817	6434
1820	12553
1826	16107
1835	9089
1836	8377
1839	2122
1841	4114
1844	19247
1852	9843
1854	8415
1858	3888
1864	13911
1865	6694
1867	743
1875	3337
1882	17124
1885	14817
1895	7716
1899	11503
1904	1111
1905	15459
1908	4216
1913	6501
1934	5482
1939	6290
1940	14241
1950	14810
1956	17662
1959	16109
1960	8210
1970	3458
1973	19350
1977	5160
1982	12205
1984	10670
1987	5243
1988	1799
1996	18764
1997	7516
2003	1954
2005	12524
2014	2794
2019	2346
2023	4962
2034	17023
2035	12410
2038	15667
2039	9130
2040	11978
2044	14184
2048	7564
2056	6972
2058	13031
2059	14189
2067	12231
2071	6193
2073	10879
2088	9881
2092	7358
2108	2246
2112	10940
2113	11036
2117	12331
2125	6816
2133	1596
2135	18561
2138	9421
2141	9727
2145	6353
2148	2838
2150	11917
2156	9986
2161	10170
2172	19107
2175	7668
2182	3575
2183	9798
2185	19035
2191	17462
2194	16425
2195	3814
2199	15143
2201	8537
2205	8426
2207	8209
2210	19474
2213	18301
2220	14781
2221	11519
2223	7174
2224	10478
2230	12411
2232	8698
2236	18518
2239	8843
2245	12340
2247	18200
2250	132
2253	18684
2261	15140
2263	19255
2265	1492
2266	5082
2267	12789
2269	2777
2270	17897
2273	3514
2274	12589
2275	10704
2277	4577
2280	6477
2282	4579
2287	5112
2289	4204
2293	9351
2294	8190
2307	5320
2313	19542
2316	8078
2325	3080
2327	13338
2338	17547
2339	5010
2344	1071
2345	15720
2346	7271
2352	11964
2358	15061
