13231	13231
8462	8462
12271	12271
10511	10511
5371	5371
10564	10564
3200	3200
12070	12070
13925	13925
14397	14397
12914	12914
7160	7160
13723	13723
14113	14113
3790	3790
14508	14508
7044	7044
6792	6792
6172	6172
3401	3401
7702	7702
13453	13453
1062	1062
12851	12851
2403	2403
4188	4188
13657	13657
7439	7439
7317	7317
9097	9097
5443	5443
1753	1753
5804	5804
14678	14678
10781	10781
5784	5784
14890	14890
4592	4592
12556	12556
12368	12368
5983	5983
13366	13366
9829	9829
14084	14084
9867	9867
7750	7750
11557	11557
12343	12343
6937	6937
4152	4152
6606	6606
2163	2163
7383	7383
7891	7891
11555	11555
10734	10734
11943	11943
12045	12045
8105	8105
8529	8529
14526	14526
5924	5924
9750	9750
10163	10163
4974	4974
8512	8512
6843	6843
12335	12335
2232	2232
13921	13921
5314	5314
7136	7136
6623	6623
1012	1012
7637	7637
14277	14277
6661	6661
880	880
2265	2265
8106	8106
5578	5578
1549	1549
4426	4426
2758	2758
12856	12856
7990	7990
13653	13653
10029	10029
8839	8839
3737	3737
6086	6086
5286	5286
10378	10378
6842	6842
2851	2851
12541	12541
3440	3440
6768	6768
3114	3114
5473	5473
4735	4735
8705	8705
4770	4770
14827	14827
9519	9519
14268	14268
11821	11821
1157	1157
9930	9930
4585	4585
13115	13115
2061	2061
6556	6556
9837	9837
6219	6219
10538	10538
8221	8221
11492	11492
2596	2596
9808	9808
14843	14843
4189	4189
3301	3301
4950	4950
2159	2159
11551	11551
2218	2218
12217	12217
14602	14602
5677	5677
6784	6784
8980	8980
4422	4422
5465	5465
1600	1600
2734	2734
11446	11446
3892	3892
14139	14139
4406	4406
5640	5640
6624	6624
13385	13385
8757	8757
10704	10704
4970	4970
10647	10647
2588	2588
7966	7966
2976	2976
12170	12170
13963	13963
7316	7316
2966	2966
13599	13599
126	126
13359	13359
7596	7596
1423	1423
8480	8480
4348	4348
3999	3999
5542	5542
11347	11347
2389	2389
14093	14093
4672	4672
1021	1021
8404	8404
5460	5460
8498	8498
3454	3454
12216	12216
1400	1400
2302	2302
12819	12819
209	209
3542	3542
3855	3855
9528	9528
22	22
3201	3201
4354	4354
10899	10899
4750	4750
12526	12526
10575	10575
6014	6014
2827	2827
6173	6173
13550	13550
12218	12218
6322	6322
4876	4876
273	273
4933	4933
4101	4101
14123	14123
600	600
8905	8905
13077	13077
8799	8799
3808	3808
8573	8573
11694	11694
14449	14449
7972	7972
13527	13527
9695	9695
12363	12363
4219	4219
13273	13273
12897	12897
14584	14584
6656	6656
6911	6911
3564	3564
3636	3636
8697	8697
4282	4282
4579	4579
9627	9627
